        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.444856284494e+01,        +4.148005365320e+00,        -5.355296255632e-01,        -3.743418007789e-01,        -5.355297542051e-01,        -3.743533488465e-01,        -2.444800013558e+01,        +4.181390008834e+00
 2.00000000e+01,        -2.325483183782e+00,        +2.148792813652e+01,        -5.220573693963e+00,        -6.336223466152e+01,        -5.220590800654e+00,        -6.336224615832e+01,        -2.285564979537e+00,        +2.103260493699e+01
