        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.493656380980e+00,        +3.064743253392e-02,        +6.648126147555e+00,        -4.343612996622e-02,        +7.071067811865e+00,        +6.648126040338e+00,        -4.343746926469e-02,        +7.493665828680e+00,        +3.089565931175e-02
 2.00000000e+01,        +7.071067811865e+00,        +1.210520188629e+01,        +1.981773010665e+00,        +1.738088544205e+00,        -3.465175951477e+00,        +7.071067811865e+00,        +1.738084425767e+00,        -3.465169475646e+00,        +1.214405238448e+01,        +1.950649284150e+00
