        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +1.459543501115e-12,        +7.942602950476e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.403276297175e-12,        +7.942590520830e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +2.738719888383e-12,        +4.752116910730e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.772249194769e-12,        +4.750761538229e-12,        +0.000000000000e+00,        +0.000000000000e+00
