        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.498731276196e-01,        +6.129486506785e-04,        +1.329625229511e-01,        -8.687225993244e-04,        +1.414213562373e-01,        +1.329625208068e-01,        -8.687493852938e-04,        +1.498733165736e-01,        +6.179131862350e-04
 2.00000000e+01,        +1.414213562373e-01,        +2.421040377258e-01,        +3.963546021330e-02,        +3.476177088410e-02,        -6.930351902953e-02,        +1.414213562373e-01,        +3.476168851533e-02,        -6.930338951291e-02,        +2.428810476896e-01,        +3.901298568301e-02
