        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.500475157524e-01,        +6.828904226469e-04,        +1.327871185402e-01,        -9.611817304080e-04,        +1.414213562373e-01,        +1.327871261826e-01,        -9.612172325900e-04,        +1.500477318923e-01,        +6.883989003805e-04
 2.00000000e+01,        +1.414213562373e-01,        +2.513924942525e-01,        +3.194273475655e-02,        +2.476884881457e-02,        -6.402967004553e-02,        +1.414213562373e-01,        +2.476881889255e-02,        -6.402951650175e-02,        +2.519675436679e-01,        +3.174451198321e-02
