        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.502375787619e+00,        +3.414452113235e-02,        +6.639355927009e+00,        -4.805908652040e-02,        +7.071067811865e+00,        +6.639356309129e+00,        -4.806086162950e-02,        +7.502386594614e+00,        +3.441994501902e-02
 2.00000000e+01,        +7.071067811865e+00,        +1.256962471263e+01,        +1.597136737828e+00,        +1.238442440728e+00,        -3.201483502276e+00,        +7.071067811865e+00,        +1.238440944628e+00,        -3.201475825088e+00,        +1.259837718340e+01,        +1.587225599161e+00
