        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.426681749513e+01,        +4.526383711845e+00,        -5.469534714973e-01,        -4.147291942630e-01,        -5.469529548096e-01,        -4.147444882848e-01,        -2.426616313695e+01,        +4.562628006480e+00
 2.00000000e+01,        -1.832951640577e+00,        +1.619671637562e+01,        -6.277054174719e+00,        -6.885183871941e+01,        -6.277073658244e+00,        -6.885181577810e+01,        -1.795301100343e+00,        +1.602198131877e+01
