        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +1.588432367156e-12,        +8.824470101999e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.525940876279e-12,        +8.824451004223e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +3.152528803893e-12,        +4.739142699242e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.165248588493e-12,        +4.740598066124e-12,        +0.000000000000e+00,        +0.000000000000e+00
