        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.495093080881e-01,        +5.286535822171e-04,        +1.333299804781e-01,        -6.827911759838e-04,        +1.414213562373e-01,        +1.333299844329e-01,        -6.827827427707e-04,        +1.495094068180e-01,        +5.315883608542e-04
 2.00000000e+01,        +1.414213562373e-01,        +2.142111206796e-01,        +5.400042366186e-02,        +6.583501835507e-02,        -7.307880899740e-02,        +1.414213562373e-01,        +6.583500213893e-02,        -7.307880940495e-02,        +2.146395463849e-01,        +5.393603973997e-02
