        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.483501382387e+01,        +3.739709890344e+00,        -5.116297527403e-01,        -2.934127084611e-01,        -5.116294979235e-01,        -2.934090758558e-01,        -2.483470255570e+01,        +3.760365420622e+00
 2.00000000e+01,        -3.864543832446e+00,        +3.657055066196e+01,        -3.153897070375e+00,        -4.798503799963e+01,        -3.153898002105e+00,        -4.798504517666e+01,        -3.835244991706e+00,        +3.637714644318e+01
