        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +8.785426063369e-13,        +6.497203743225e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +8.456180659806e-13,        +6.497195770388e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +1.193634249930e-12,        +4.051855198898e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.195339379344e-12,        +4.050205791205e-12,        +0.000000000000e+00,        +0.000000000000e+00
