        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +8.456175915108e-13,        +3.618345168413e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +8.137803329522e-13,        +3.618209773999e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +9.064212697181e-13,        +3.090452535805e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +8.969852286191e-13,        +3.088756335886e-12,        +0.000000000000e+00,        +0.000000000000e+00
