        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.449411021277e+00,        +1.338780977697e-02,        +6.692587259592e+00,        -2.080052735718e-02,        +7.071067811865e+00,        +6.692587379845e+00,        -2.080117233137e-02,        +7.449413005962e+00,        +1.352747378335e-02
 2.00000000e+01,        +7.071067811865e+00,        +8.882949679693e+00,        +2.109271486886e+00,        +5.123047274620e+00,        -3.093786316181e+00,        +7.071067811865e+00,        +5.123047681571e+00,        -3.093787172536e+00,        +8.905905941905e+00,        +2.115938044604e+00
