        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.489882204255e-01,        +2.677561955394e-04,        +1.338517451918e-01,        -4.160105471437e-04,        +1.414213562373e-01,        +1.338517475969e-01,        -4.160234466275e-04,        +1.489882601192e-01,        +2.705494756669e-04
 2.00000000e+01,        +1.414213562373e-01,        +1.776589935939e-01,        +4.218542973772e-02,        +1.024609454924e-01,        -6.187572632363e-02,        +1.414213562373e-01,        +1.024609536314e-01,        -6.187574345073e-02,        +1.781181188381e-01,        +4.231876089208e-02
