        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.542654667039e+01,        +2.026586086392e+00,        -4.777772456376e-01,        -1.780744195952e-01,        -4.777770869689e-01,        -1.780799380182e-01,        -2.542638725884e+01,        +2.047699153976e+00
 2.00000000e+01,        -8.106814106759e+00,        +4.933714538692e+01,        -1.448792557020e+00,        -3.112759819858e+01,        -1.448791408943e+00,        -3.112760320257e+01,        -8.044421211993e+00,        +4.906976811552e+01
