        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.478709789175e+00,        +2.794258627054e-02,        +6.663242192956e+00,        -3.592075367512e-02,        +7.071067811865e+00,        +6.663242271240e+00,        -3.592123757468e-02,        +7.478714779724e+00,        +2.809344375386e-02
 2.00000000e+01,        +7.071067811865e+00,        +1.092848036756e+01,        +2.677285868037e+00,        +3.067121207495e+00,        -3.658045279937e+00,        +7.071067811865e+00,        +3.067115343194e+00,        -3.658050164161e+00,        +1.094970520886e+01,        +2.673642221330e+00
