        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.495741957835e-01,        +5.588517254109e-04,        +1.332648438591e-01,        -7.184150735025e-04,        +1.414213562373e-01,        +1.332648454248e-01,        -7.184247514935e-04,        +1.495742955945e-01,        +5.618688750773e-04
 2.00000000e+01,        +1.414213562373e-01,        +2.185696073513e-01,        +5.354571736074e-02,        +6.134242414991e-02,        -7.316090559873e-02,        +1.414213562373e-01,        +6.134230686388e-02,        -7.316100328321e-02,        +2.189941041772e-01,        +5.347284442660e-02
