        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.476376375822e+01,        +3.921313020833e+00,        -5.158618497568e-01,        -3.088718053397e-01,        -5.158617443123e-01,        -3.088759625377e-01,        -2.476343803042e+01,        +3.942368859993e+00
 2.00000000e+01,        -3.556108255370e+00,        +3.476306951805e+01,        -3.412537353799e+00,        -5.002154442096e+01,        -3.412537399454e+00,        -5.002163602064e+01,        -3.527698269851e+00,        +3.457947170415e+01
