        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +9.091892410929e-13,        +6.855589822710e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +8.751223418033e-13,        +6.855573977970e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +1.269007942784e-12,        +4.102729446772e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.271244628152e-12,        +4.101168607899e-12,        +0.000000000000e+00,        +0.000000000000e+00
