        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.451664928723e+00,        +1.586048559706e-02,        +6.690370800422e+00,        -2.141457578293e-02,        +7.071067811865e+00,        +6.690370366466e+00,        -2.141451199219e-02,        +7.451666511589e+00,        +1.596255245593e-02
 2.00000000e+01,        +7.071067811865e+00,        +9.003871117278e+00,        +2.334545114327e+00,        +5.049889995717e+00,        -3.072646203926e+00,        +7.071067811865e+00,        +5.049890130220e+00,        -3.072646762973e+00,        +9.019322284090e+00,        +2.339246191276e+00
