        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +6.329025831928e-13,        +3.966356997695e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +6.098772817771e-13,        +3.966352713653e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +6.499700211178e-13,        +3.106953332903e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +6.431598135021e-13,        +3.105610215912e-12,        +0.000000000000e+00,        +0.000000000000e+00
