        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.490332985745e-01,        +3.172097119412e-04,        +1.338074160084e-01,        -4.282915156586e-04,        +1.414213562373e-01,        +1.338074073293e-01,        -4.282902398439e-04,        +1.490333302318e-01,        +3.192510491186e-04
 2.00000000e+01,        +1.414213562373e-01,        +1.800774223456e-01,        +4.669090228655e-02,        +1.009977999143e-01,        -6.145292407852e-02,        +1.414213562373e-01,        +1.009978026044e-01,        -6.145293525946e-02,        +1.803864456818e-01,        +4.678492382552e-02
