        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.478086221183e+00,        +2.763926856134e-02,        +6.663867370125e+00,        -3.557341342780e-02,        +7.071067811865e+00,        +6.663867015701e+00,        -3.557348897877e-02,        +7.478090588304e+00,        +2.778955857879e-02
 2.00000000e+01,        +7.071067811865e+00,        +1.088975817772e+01,        +2.682579428993e+00,        +3.106453992584e+00,        -3.658239844262e+00,        +7.071067811865e+00,        +3.106454269642e+00,        -3.658239185218e+00,        +1.091205771807e+01,        +2.677594660059e+00
