        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.477743832748e+01,        +3.884802094280e+00,        -5.150493886017e-01,        -3.058564912120e-01,        -5.150498500307e-01,        -3.058571570460e-01,        -2.477712818802e+01,        +3.905818930590e+00
 2.00000000e+01,        -3.609394775060e+00,        +3.508753332236e+01,        -3.366237360743e+00,        -4.966320633259e+01,        -3.366237945367e+00,        -4.966319871853e+01,        -3.580756342079e+00,        +3.488076045879e+01
