        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.495617244237e-01,        +5.527853712268e-04,        +1.332773474025e-01,        -7.114682685560e-04,        +1.414213562373e-01,        +1.332773403140e-01,        -7.114697795755e-04,        +1.495618117661e-01,        +5.557911715757e-04
 2.00000000e+01,        +1.414213562373e-01,        +2.177951635544e-01,        +5.365158857985e-02,        +6.212907985168e-02,        -7.316479688524e-02,        +1.414213562373e-01,        +6.212908539284e-02,        -7.316478370436e-02,        +2.182411543613e-01,        +5.355189320117e-02
