        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +9.040176692833e-13,        +6.785137906388e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +8.701669930685e-13,        +6.785127574176e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +1.259376110802e-12,        +4.098638153454e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.263039386045e-12,        +4.096976097309e-12,        +0.000000000000e+00,        +0.000000000000e+00
