        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.478497636373e+00,        +2.786249873981e-02,        +6.663455660833e+00,        -3.581415301002e-02,        +7.071067811865e+00,        +6.663455766089e+00,        -3.581474698215e-02,        +7.478502518962e+00,        +2.801349369954e-02
 2.00000000e+01,        +7.071067811865e+00,        +1.091675671823e+01,        +2.679066286697e+00,        +3.079840699045e+00,        -3.658078925678e+00,        +7.071067811865e+00,        +3.079839383919e+00,        -3.658080367258e+00,        +1.093726292595e+01,        +2.676670526246e+00
