        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.495699527275e-01,        +5.572499747961e-04,        +1.332691132167e-01,        -7.162830602004e-04,        +1.414213562373e-01,        +1.332691153218e-01,        -7.162949396430e-04,        +1.495700503792e-01,        +5.602698739908e-04
 2.00000000e+01,        +1.414213562373e-01,        +2.183351343646e-01,        +5.358132573394e-02,        +6.159681398090e-02,        -7.316157851356e-02,        +1.414213562373e-01,        +6.159678767838e-02,        -7.316160734516e-02,        +2.187452585190e-01,        +5.353341052493e-02
