        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +9.062210441117e-13,        +6.835415955166e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +8.720978785672e-13,        +6.835402701060e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +1.264132044551e-12,        +4.100076898953e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.265110732894e-12,        +4.098636011263e-12,        +0.000000000000e+00,        +0.000000000000e+00
