        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.476838063553e+01,        +3.912138590707e+00,        -5.155843435327e-01,        -3.079453304759e-01,        -5.155842021731e-01,        -3.079504327384e-01,        -2.476805733577e+01,        +3.933226249652e+00
 2.00000000e+01,        -3.572048032159e+00,        +3.486266807993e+01,        -3.397615692597e+00,        -4.990502049306e+01,        -3.397615228033e+00,        -4.990504367168e+01,        -3.543413940136e+00,        +3.469589395075e+01
