        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.462899440990e+00,        +1.791347891394e-02,        +6.679165943872e+00,        -2.266875928489e-02,        +7.071067811865e+00,        +6.679165165414e+00,        -2.266898523091e-02,        +7.462900641524e+00,        +1.800032351081e-02
 2.00000000e+01,        +7.071067811865e+00,        +9.288249084045e+00,        +2.492725223235e+00,        +4.780442608455e+00,        -3.153596257189e+00,        +7.071067811865e+00,        +4.780441883980e+00,        -3.153595850309e+00,        +9.302440860870e+00,        +2.496044985282e+00
