        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.492579888198e-01,        +3.582695782789e-04,        +1.335833188774e-01,        -4.533751856977e-04,        +1.414213562373e-01,        +1.335833033083e-01,        -4.533797046183e-04,        +1.492580128305e-01,        +3.600064702162e-04
 2.00000000e+01,        +1.414213562373e-01,        +1.857649816809e-01,        +4.985450446469e-02,        +9.560885216910e-02,        -6.307192514378e-02,        +1.414213562373e-01,        +9.560883767959e-02,        -6.307191700618e-02,        +1.860488172174e-01,        +4.992089970564e-02
