        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +7.449606133746e-13,        +3.948936202345e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +7.174585041707e-13,        +3.948928748864e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +1.073787527652e-12,        +3.448055431345e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.065330289067e-12,        +3.447564261445e-12,        +0.000000000000e+00,        +0.000000000000e+00
