        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.461858220253e+00,        +1.551599173763e-02,        +6.680175372739e+00,        -2.203398213437e-02,        +7.071067811865e+00,        +6.680175375387e+00,        -2.203434722180e-02,        +7.461860796480e+00,        +1.563772338198e-02
 2.00000000e+01,        +7.071067811865e+00,        +9.273329912299e+00,        +2.312877533924e+00,        +4.752681354417e+00,        -3.217832018475e+00,        +7.071067811865e+00,        +4.752683765869e+00,        -3.217832747164e+00,        +9.291471428054e+00,        +2.319837539695e+00
