        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.491786883202e-01,        +3.278557530911e-04,        +1.336627029297e-01,        -4.177569397905e-04,        +1.414213562373e-01,        +1.336626951015e-01,        -4.177636604159e-04,        +1.491787195664e-01,        +3.295417038879e-04
 2.00000000e+01,        +1.414213562373e-01,        +1.808663556656e-01,        +4.747216682848e-02,        +1.006469119626e-01,        -6.016485779152e-02,        +1.414213562373e-01,        +1.006469289552e-01,        -6.016487251993e-02,        +1.810805118436e-01,        +4.759839573994e-02
