        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e-01,        -2.520830164624e+01,        +2.420107582675e+00,        -4.900527491336e-01,        -1.790748731668e-01,        -4.900532564729e-01,        -1.790777644862e-01,        -2.520818687695e+01,        +2.432527938396e+00
 2.00000000e+01,        -7.201603529395e+00,        +5.027653946354e+01,        -1.627395842359e+00,        -3.087019954117e+01,        -1.627394202171e+00,        -3.087020145807e+01,        -7.168734402519e+00,        +5.019881532318e+01
