        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.458934416010e+00,        +1.639278765456e-02,        +6.683135146487e+00,        -2.088784698953e-02,        +7.071067811865e+00,        +6.683134755074e+00,        -2.088818302080e-02,        +7.458935978318e+00,        +1.647708519439e-02
 2.00000000e+01,        +7.071067811865e+00,        +9.043317783278e+00,        +2.373608341424e+00,        +5.032345598129e+00,        -3.008242889576e+00,        +7.071067811865e+00,        +5.032346447760e+00,        -3.008243625996e+00,        +9.054025592180e+00,        +2.379919786997e+00
