        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e-01,        +7.071067811865e+00,        +7.455221695868e+00,        +1.735906055633e-02,        +6.686805582927e+00,        -2.321327770608e-02,        +7.071067811865e+00,        +6.686804912428e+00,        -2.321318736400e-02,        +7.455224145665e+00,        +1.746954322259e-02
 2.00000000e+01,        +7.071067811865e+00,        +9.244923329667e+00,        +2.452857691508e+00,        +4.802912392673e+00,        -3.221452584469e+00,        +7.071067811865e+00,        +4.802911900461e+00,        -3.221453259810e+00,        +9.259937152598e+00,        +2.458240761513e+00
