        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e-01,        +1.414213562373e-01,        +1.491044339174e-01,        +3.471812111266e-04,        +1.337361116585e-01,        -4.642655541217e-04,        +1.414213562373e-01,        +1.337360982486e-01,        -4.642637472799e-04,        +1.491044829133e-01,        +3.493908644517e-04
 2.00000000e+01,        +1.414213562373e-01,        +1.848984665933e-01,        +4.905715383016e-02,        +9.605824785347e-02,        -6.442905168938e-02,        +1.414213562373e-01,        +9.605823800922e-02,        -6.442906519619e-02,        +1.851987430520e-01,        +4.916481523026e-02
