        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e-01,        +6.670520949072e-13,        +4.323977315444e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +6.422331212276e-13,        +4.323971231327e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+01,        +7.156859680678e-13,        +3.302971675008e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +7.082419782444e-13,        +3.301771354210e-12,        +0.000000000000e+00,        +0.000000000000e+00
